"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1006.2","1006.6","1009.4","2019-07-10 23:41","1004.3","2019-07-10 03:37","29.7","32.1","2019-07-10 12:31","25.9","2019-07-10 23:53","26.5","83","71","2019-07-10 13:25","2.9","210","14.3","350","2019-07-10 22:12","7.5","1.0","2.5","2019-07-10 21:55","2.5","2019-07-10 21:05","4.3","32.1","15.49","9.3","-3.6","9","2019-07-10 13:00","7.5"
"11","1010.0","1010.4","1011.9","2019-07-11 11:08","1007.6","2019-07-11 02:56","26.7","30.4","2019-07-11 15:48","25.4","2019-07-11 00:39","24.8","89","74","2019-07-11 16:22","1.7","50","9.6","150","2019-07-11 08:06","40.0","9.2","7.5","2019-07-11 08:03","19.0","2019-07-11 10:12","0.5","3.7","3.94","8.5","-3.1","4","2019-07-11 15:00","9.4"
"12","1009.5","1009.8","1011.6","2019-07-12 00:02","1007.3","2019-07-12 16:26","29.6","32.5","2019-07-12 15:02","25.8","2019-07-12 05:11","25.9","81","70","2019-07-12 10:36","1.7","210","6.1","240","2019-07-12 14:27","0.0","0.0","0.0","...","0.0","...","11.8","88.2","24.05","10.7","6.7","12","2019-07-12 13:00","2.2"
"13","1007.2","1007.6","1009.4","2019-07-13 00:02","1005.1","2019-07-13 15:21","30.2","33.0","2019-07-13 14:00","27.8","2019-07-13 04:40","26.0","79","67","2019-07-13 14:26","1.3","270","10.1","260","2019-07-13 10:56","0.5","0.4","0.5","2019-07-13 11:05","0.5","2019-07-13 11:05","8.5","63.6","20.19","11.7","-4.4","13","2019-07-13 13:00","4.5"
"14","1005.5","1005.8","1006.8","2019-07-14 00:01","1004.0","2019-07-14 16:54","30.6","33.1","2019-07-14 13:34","27.5","2019-07-14 05:16","25.7","75","68","2019-07-14 14:14","2.2","300","8.5","300","2019-07-14 15:46","0.0","0.0","0.0","...","0.0","...","11.1","83.1","24.04","12.0","-7.1","12","2019-07-14 13:00","3.3"
"15","1005.1","1005.4","1006.6","2019-07-15 22:32","1003.7","2019-07-15 15:47","30.7","33.4","2019-07-15 13:26","28.0","2019-07-15 05:09","26.0","76","67","2019-07-15 12:30","2.2","310","9.2","320","2019-07-15 15:32","0.5","0.2","0.5","2019-07-15 03:40","0.5","2019-07-15 03:40","10.7","80.2","22.94","11.3","5.3","12","2019-07-15 13:00","5.5"
"16","1003.8","1004.1","1005.7","2019-07-16 00:04","1001.9","2019-07-16 15:57","31.0","33.1","2019-07-16 12:54","29.3","2019-07-16 01:53","26.2","76","67","2019-07-16 14:36","3.0","320","12.2","350","2019-07-16 14:43","0.0","0.0","0.0","...","0.0","...","6.8","51.0","18.63","9.0","6.6","10","2019-07-16 13:00","5.3"
"17","997.6","997.9","1002.2","2019-07-17 00:01","994.4","2019-07-17 17:03","30.7","33.0","2019-07-17 13:21","28.7","2019-07-17 06:35","26.6","79","70","2019-07-17 13:28","2.2","310","8.5","290","2019-07-17 13:42","0.0","0.0","0.0","...","0.0","...","9.6","72.0","21.28","5.2","6.6","11","2019-07-17 13:00","3.9"
"18","996.0","996.3","997.3","2019-07-18 10:29","994.6","2019-07-18 04:55","30.2","32.7","2019-07-18 09:59","28.2","2019-07-18 23:58","26.2","80","72","2019-07-18 07:30","2.3","160","10.1","180","2019-07-18 10:12","0.0","0.0","0.0","...","0.0","...","1.3","9.8","9.84","8.0","3.8","4","2019-07-18 10:00","8.3"
"19","1000.6","1000.9","1005.8","2019-07-19 20:44","994.9","2019-07-19 02:26","27.7","30.9","2019-07-19 09:14","23.7","2019-07-19 16:55","25.3","87","76","2019-07-19 09:12","2.4","70","10.5","60","2019-07-19 16:38","80.0","7.2","14.5","2019-07-19 17:10","43.5","2019-07-19 16:27","0.1","0.8","4.15","8.8","/","3","2019-07-19 11:00","9.2"
"20","1007.0","1007.4","1008.7","2019-07-20 22:40","1004.3","2019-07-20 02:50","26.2","28.1","2019-07-20 12:45","25.1","2019-07-20 04:03","24.7","91","86","2019-07-20 13:00","1.6","60","11.4","300","2019-07-20 01:52","36.0","10.0","6.5","2019-07-20 04:17","9.0","2019-07-20 13:33","0.0","0.0","2.35","7.0","-2.3","3","2019-07-20 12:00","9.2"
"21","1007.7","1008.1","1010.0","2019-07-21 10:46","1006.4","2019-07-21 04:58","27.6","31.5","2019-07-21 15:42","25.0","2019-07-21 09:36","24.5","84","67","2019-07-21 15:18","1.6","60","9.6","350","2019-07-21 09:26","30.5","3.5","20.0","2019-07-21 09:21","28.0","2019-07-21 09:15","0.5","3.8","7.94","10.0","-3.3","7","2019-07-21 13:00","9.1"
"22","1007.1","1007.5","1008.4","2019-07-22 07:43","1006.0","2019-07-22 17:06","28.7","30.8","2019-07-22 13:33","26.7","2019-07-22 03:46","24.6","79","69","2019-07-22 13:33","3.1","160","11.2","160","2019-07-22 08:29","0.0","0.0","0.0","...","0.0","...","3.0","22.6","14.78","11.0","-6.4","8","2019-07-22 13:00","6.8"
"23","1007.0","1007.3","1008.0","2019-07-23 00:01","1005.4","2019-07-23 16:59","29.3","32.5","2019-07-23 13:40","26.6","2019-07-23 03:51","25.3","79","67","2019-07-23 12:45","1.9","170","8.3","190","2019-07-23 11:17","T","0.1","T","2019-07-23 06:10","T","2019-07-23 06:10","7.8","58.9","19.29","11.7","3.7","13","2019-07-23 12:00","5.5"
"24","1007.7","1008.1","1009.2","2019-07-24 21:48","1006.3","2019-07-24 04:10","29.9","32.9","2019-07-24 14:59","26.9","2019-07-24 05:36","25.4","77","68","2019-07-24 13:24","1.7","60","6.5","280","2019-07-24 14:51","0.0","0.0","0.0","...","0.0","...","10.0","75.5","22.20","10.7","6.4","12","2019-07-24 13:00","2.8"
"25","1008.5","1008.9","1009.7","2019-07-25 09:37","1007.0","2019-07-25 16:15","30.3","33.1","2019-07-25 13:21","27.6","2019-07-25 05:40","25.5","76","63","2019-07-25 14:59","1.7","300","6.8","270","2019-07-25 14:35","0.0","0.0","0.0","...","0.0","...","10.8","81.7","23.07","10.7","4.9","11","2019-07-25 13:00","3.6"
"26","1006.8","1007.1","1008.2","2019-07-26 06:33","1004.9","2019-07-26 15:38","30.5","33.5","2019-07-26 13:31","28.2","2019-07-26 04:33","26.0","77","66","2019-07-26 12:28","1.8","290","7.1","320","2019-07-26 14:56","0.0","0.0","0.0","...","0.0","...","8.0","60.6","19.57","11.3","5.3","11","2019-07-26 13:00","6.2"
"27","1006.6","1007.0","1008.3","2019-07-27 22:24","1005.1","2019-07-27 16:13","29.0","31.1","2019-07-27 11:52","26.1","2019-07-27 06:06","25.0","79","72","2019-07-27 20:42","1.2","230","10.3","300","2019-07-27 05:35","0.0","0.0","0.0","...","0.0","...","2.9","22.0","11.31","12.0","1.2","7","2019-07-27 12:00","7.2"
"28","1007.4","1007.8","1009.2","2019-07-28 22:39","1005.7","2019-07-28 02:17","29.7","33.4","2019-07-28 13:38","27.3","2019-07-28 06:07","25.2","77","64","2019-07-28 11:28","2.0","60","7.8","180","2019-07-28 13:57","5.0","0.4","2.5","2019-07-28 15:08","3.0","2019-07-28 15:07","6.2","47.0","15.98","10.0","-4.3","11","2019-07-28 12:00","7.7"
"29","1007.6","1007.9","1009.1","2019-07-29 21:41","1005.6","2019-07-29 16:30","30.8","34.7","2019-07-29 15:12","26.8","2019-07-29 05:34","25.4","74","59","2019-07-29 15:12","1.8","20","8.4","170","2019-07-29 15:32","2.5","1.5","0.5","2019-07-29 01:32","2.0","2019-07-29 01:32","11.3","85.8","23.26","11.0","7.0","11","2019-07-29 14:00","5.4"
"30","1006.8","1007.1","1008.7","2019-07-30 00:02","1005.1","2019-07-30 16:08","30.8","33.5","2019-07-30 12:38","28.0","2019-07-30 06:01","25.3","73","62","2019-07-30 12:16","2.1","300","7.3","300","2019-07-30 11:42","0.0","0.0","0.0","...","0.0","...","10.4","79.1","22.31","10.3","5.7","11","2019-07-30 13:00","3.6"
"31","1005.8","1006.2","1007.8","2019-07-31 21:58","1003.1","2019-07-31 16:47","31.1","35.2","2019-07-31 13:14","27.5","2019-07-31 04:32","24.7","70","55","2019-07-31 13:48","2.0","70","7.0","360","2019-07-31 17:33","0.0","0.0","0.0","...","0.0","...","8.9","67.8","20.14","11.0","5.8","12","2019-07-31 13:00","6.0"
