"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1013.9","1015.1","1019.9","2020-03-10 22:38","1006.3","2020-03-10 00:01","17.8","23.8","2020-03-10 01:53","14.7","2020-03-10 16:20","16.0","90","71","2020-03-10 23:34","1.7","60","10.8","280","2020-03-10 02:48","97.5","13.6","8.0","2020-03-10 03:47","29.5","2020-03-10 03:39","0.0","0.0","0.75","11.6","-0.9","...","...","9.9"
"11","1018.8","1020.1","1020.8","2020-03-11 07:36","1016.8","2020-03-11 13:51","17.7","20.7","2020-03-11 13:37","15.9","2020-03-11 01:36","10.9","65","47","2020-03-11 10:50","3.4","60","11.8","80","2020-03-11 10:58","0.0","0.0","0.0","...","0.0","...","1.6","13.5","9.97","17.1","-2.8","...","...","9.1"
"12","1015.0","1016.3","1018.1","2020-03-12 08:24","1012.6","2020-03-12 14:55","20.2","24.1","2020-03-12 15:01","17.5","2020-03-12 08:27","15.9","77","54","2020-03-12 13:50","1.1","50","7.9","70","2020-03-12 01:52","1.0","2.3","0.5","2020-03-12 08:32","0.5","2020-03-12 08:06","2.0","16.9","8.31","17.5","-2.2","...","...","8.9"
"13","1015.2","1016.5","1017.2","2020-03-13 23:51","1013.2","2020-03-13 14:03","19.2","22.0","2020-03-13 13:22","17.1","2020-03-13 23:59","18.6","96","88","2020-03-13 12:35","0.9","220","5.1","200","2020-03-13 00:14","75.5","19.6","6.5","2020-03-13 09:44","24.5","2020-03-13 09:21","0.2","1.7","2.35","5.6","-1.8","...","...","10.0"
"14","1018.6","1019.9","1020.4","2020-03-14 09:48","1016.9","2020-03-14 02:51","16.0","17.2","2020-03-14 00:01","14.9","2020-03-14 06:38","13.0","84","62","2020-03-14 15:08","1.8","60","8.4","70","2020-03-14 16:25","12.5","9.0","3.0","2020-03-14 01:19","7.5","2020-03-14 00:50","0.0","0.0","1.09","11.9","-1.4","...","...","9.6"
"15","1019.3","1020.6","1021.2","2020-03-15 08:13","1016.7","2020-03-15 16:02","17.3","22.1","2020-03-15 13:52","13.9","2020-03-15 06:03","8.0","58","29","2020-03-15 11:53","2.9","60","10.6","70","2020-03-15 15:38","0.0","0.0","0.0","...","0.0","...","9.0","75.6","18.93","20.6","3.8","...","...","1.4"
"16","1019.7","1021.0","1021.6","2020-03-16 09:53","1017.6","2020-03-16 15:31","19.2","24.3","2020-03-16 13:28","14.3","2020-03-16 06:53","7.7","50","26","2020-03-16 13:30","2.7","60","11.2","70","2020-03-16 12:20","0.0","0.0","0.0","...","0.0","...","8.9","74.6","18.60","26.9","-4.5","...","...","2.3"
"17","1018.0","1019.2","1019.5","2020-03-17 08:14","1016.2","2020-03-17 14:29","20.2","27.0","2020-03-17 12:19","16.3","2020-03-17 04:04","12.9","64","34","2020-03-17 12:12","0.9","270","6.4","220","2020-03-17 13:48","0.1","0.6","0.1","2020-03-17 03:45","0.1","2020-03-17 03:20","3.7","30.9","11.85","17.8","-2.1","...","...","9.4"
"18","1014.8","1016.1","1017.2","2020-03-18 00:01","1012.8","2020-03-18 18:10","20.3","24.1","2020-03-18 10:49","17.0","2020-03-18 05:34","16.6","80","51","2020-03-18 11:04","0.7","230","5.7","330","2020-03-18 11:16","0.9","4.4","0.2","2020-03-18 04:50","0.5","2020-03-18 17:37","0.7","5.8","6.40","9.3","-1.1","...","...","9.5"
"19","1013.7","1015.0","1016.3","2020-03-19 22:06","1011.9","2020-03-19 05:45","19.7","21.9","2020-03-19 13:05","18.3","2020-03-19 06:06","18.8","95","83","2020-03-19 13:11","0.6","210","5.2","200","2020-03-19 08:46","8.0","9.2","2.5","2020-03-19 17:55","3.5","2020-03-19 17:50","0.0","0.0","1.64","7.1","-0.6","...","...","10.0"
"20","1014.5","1015.7","1016.0","2020-03-20 00:23","1012.4","2020-03-20 15:36","21.7","25.2","2020-03-20 11:56","18.7","2020-03-20 02:18","17.7","79","57","2020-03-20 11:58","2.0","60","9.6","30","2020-03-20 12:39","0.0","0.0","0.0","...","0.0","...","2.3","19.1","10.23","14.3","2.5","...","...","8.4"
"21","1013.5","1014.8","1016.5","2020-03-21 07:56","1010.1","2020-03-21 16:00","23.9","30.1","2020-03-21 13:22","19.4","2020-03-21 05:52","18.7","75","44","2020-03-21 13:24","0.8","200","6.7","300","2020-03-21 16:46","0.0","0.0","0.0","...","0.0","...","7.9","65.5","15.60","13.6","2.6","...","...","5.8"
"22","1011.8","1013.0","1014.7","2020-03-22 22:38","1008.3","2020-03-22 15:45","25.2","32.0","2020-03-22 14:35","20.8","2020-03-22 04:11","19.9","74","40","2020-03-22 14:38","1.4","220","9.1","170","2020-03-22 11:19","T","0.2","T","2020-03-22 22:05","T","2020-03-22 22:05","7.3","60.4","15.21","12.0","-3.8","...","...","5.3"
"23","1014.5","1015.8","1017.5","2020-03-23 22:26","1012.7","2020-03-23 03:00","21.5","24.0","2020-03-23 00:01","18.6","2020-03-23 22:53","17.9","80","72","2020-03-23 12:38","3.0","60","10.6","80","2020-03-23 14:09","1.3","2.9","0.7","2020-03-23 22:34","1.3","2020-03-23 22:24","0.0","0.0","4.44","11.4","-1.8","...","...","8.9"
"24","1014.4","1015.6","1015.6","2020-03-24 01:52","1012.9","2020-03-24 15:54","21.9","24.8","2020-03-24 10:33","19.2","2020-03-24 00:38","17.8","78","58","2020-03-24 10:35","3.2","60","10.4","70","2020-03-24 10:18","T","0.6","T","2020-03-24 16:50","T","2020-03-24 16:50","1.9","15.7","7.98","19.4","-1.7","...","...","8.3"
"25","1012.8","1014.1","1014.7","2020-03-25 07:52","1010.4","2020-03-25 14:53","23.8","30.7","2020-03-25 12:40","19.5","2020-03-25 05:04","20.1","81","47","2020-03-25 12:42","0.9","200","4.7","10","2020-03-25 13:43","1.5","1.2","1.0","2020-03-25 13:38","1.2","2020-03-25 13:31","4.4","36.2","11.85","13.1","-2.1","...","...","7.1"
"26","1012.6","1013.8","1014.8","2020-03-26 08:12","1009.3","2020-03-26 15:45","25.8","32.8","2020-03-26 13:18","21.1","2020-03-26 06:11","19.6","72","35","2020-03-26 13:29","0.8","50","6.5","300","2020-03-26 17:09","0.1","0.5","0.1","2020-03-26 20:26","0.1","2020-03-26 20:26","6.6","54.2","16.65","13.6","-3.2","...","...","6.5"
"27","1012.7","1013.9","1014.4","2020-03-27 21:23","1010.8","2020-03-27 13:42","24.1","31.5","2020-03-27 11:50","20.6","2020-03-27 15:47","20.8","84","44","2020-03-27 10:57","1.2","20","11.4","70","2020-03-27 20:38","44.0","1.5","15.0","2020-03-27 15:41","25.5","2020-03-27 14:51","3.6","29.5","9.98","12.4","-1.1","...","...","7.5"
"28","1014.5","1015.8","1019.3","2020-03-28 22:15","1009.9","2020-03-28 04:00","18.0","22.2","2020-03-28 03:06","14.2","2020-03-28 22:40","17.0","94","84","2020-03-28 17:35","1.6","30","8.4","360","2020-03-28 15:10","39.0","16.2","10.0","2020-03-28 04:42","14.0","2020-03-28 03:55","0.0","0.0","0.49","12.0","-0.3","...","...","9.5"
"29","1014.8","1016.1","1018.9","2020-03-29 00:11","1010.4","2020-03-29 15:54","17.6","20.6","2020-03-29 15:53","14.6","2020-03-29 05:24","13.4","77","61","2020-03-29 13:07","2.6","60","11.4","70","2020-03-29 13:13","0.0","0.0","0.0","...","0.0","...","0.5","4.1","7.32","18.5","1.5","...","...","10.0"
"30","1012.4","1013.7","1014.1","2020-03-30 21:53","1010.7","2020-03-30 14:45","19.5","22.8","2020-03-30 10:47","17.9","2020-03-30 18:48","17.2","87","67","2020-03-30 09:46","1.2","240","5.7","240","2020-03-30 10:57","1.0","6.2","0.2","2020-03-30 18:06","1.0","2020-03-30 17:50","0.0","0.0","3.41","14.0","-0.6","...","...","9.8"
"31","1011.6","1012.8","1014.3","2020-03-31 07:15","1009.0","2020-03-31 15:49","20.9","25.3","2020-03-31 11:42","18.3","2020-03-31 02:01","18.3","86","58","2020-03-31 11:46","1.4","60","6.2","60","2020-03-31 00:34","2.5","4.5","1.0","2020-03-31 01:50","1.0","2020-03-31 01:50","1.8","14.6","6.74","12.3","-1.0","...","...","9.0"
