"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"11","1018.1","1021.7","1020.7","2020-02-11 09:12","1016.0","2020-02-11 18:22","19.2","25.1","2020-02-11 14:35","15.4","2020-02-11 00:52","12.9","68","41","2020-02-11 14:38","1.1","110","4.1","90","2020-02-11 16:25","0.0","0.0","0.0","...","0.0","...","0.3","2.7","7.88","25.0","1.2","4","2020-02-11 14:00","9.5"
"12","1014.9","1018.4","1017.2","2020-02-12 00:01","1012.1","2020-02-12 15:31","21.5","29.6","2020-02-12 12:27","15.3","2020-02-12 04:51","13.9","67","30","2020-02-12 12:30","0.9","330","6.3","330","2020-02-12 13:18","0.0","0.0","0.0","...","0.0","...","9.1","81.4","19.76","26.3","2.6","7","2020-02-12 12:00","3.8"
"13","1012.4","1016.0","1014.6","2020-02-13 00:06","1008.7","2020-02-13 14:38","22.3","29.6","2020-02-13 12:18","18.1","2020-02-13 06:23","17.0","75","40","2020-02-13 12:09","1.3","230","7.4","80","2020-02-13 11:20","0.7","1.2","0.3","2020-02-13 18:05","0.7","2020-02-13 17:38","6.8","60.7","16.59","19.8","-2.0","7","2020-02-13 13:00","4.5"
"14","1012.1","1015.7","1015.3","2020-02-14 23:22","1008.6","2020-02-14 14:18","21.7","29.2","2020-02-14 14:18","18.5","2020-02-14 05:31","18.0","82","47","2020-02-14 14:25","1.5","80","9.9","320","2020-02-14 16:18","1.8","0.5","1.7","2020-02-14 16:18","1.8","2020-02-14 16:18","7.1","63.3","16.13","13.3","-2.4","6","2020-02-14 13:00","7.3"
"15","1011.5","1015.1","1015.1","2020-02-15 00:25","1008.6","2020-02-15 14:50","22.9","28.4","2020-02-15 12:13","19.4","2020-02-15 02:31","18.6","78","52","2020-02-15 12:27","1.5","100","10.1","80","2020-02-15 13:05","0.0","0.0","0.0","...","0.0","...","3.7","32.9","15.05","18.3","-2.7","8","2020-02-15 13:00","7.8"
"16","1017.9","1021.6","1023.5","2020-02-16 23:57","1010.0","2020-02-16 00:37","14.3","22.1","2020-02-16 00:17","10.4","2020-02-16 19:00","11.4","83","69","2020-02-16 11:48","3.2","80","11.7","100","2020-02-16 11:52","8.0","10.2","2.2","2020-02-16 05:50","3.2","2020-02-16 05:50","0.0","0.0","3.45","16.3","-1.2","2","2020-02-16 12:00","10.0"
"17","1024.9","1028.6","1027.4","2020-02-17 20:29","1021.8","2020-02-17 02:56","11.8","15.2","2020-02-17 14:56","10.1","2020-02-17 23:27","3.5","57","32","2020-02-17 14:31","2.5","40","12.3","40","2020-02-17 11:16","0.0","0.0","0.0","...","0.0","...","3.2","28.4","11.64","22.5","2.3","4","2020-02-17 12:00","7.5"
"18","1024.5","1028.2","1027.0","2020-02-18 08:17","1022.4","2020-02-18 14:43","13.9","17.8","2020-02-18 11:18","10.0","2020-02-18 00:11","4.3","53","32","2020-02-18 10:42","3.8","110","14.2","90","2020-02-18 12:09","0.0","0.0","0.0","...","0.0","...","5.7","50.4","18.77","30.0","3.1","7","2020-02-18 13:00","7.0"
"19","1020.8","1024.4","1022.9","2020-02-19 00:02","1018.5","2020-02-19 14:01","18.0","24.5","2020-02-19 13:26","13.6","2020-02-19 02:39","9.5","59","32","2020-02-19 13:41","2.2","100","8.3","140","2020-02-19 10:45","0.0","0.0","0.0","...","0.0","...","7.5","66.2","18.08","26.3","2.3","7","2020-02-19 12:00","3.5"
"20","1022.1","1025.7","1023.6","2020-02-20 09:16","1020.2","2020-02-20 02:41","18.0","24.1","2020-02-20 11:23","14.5","2020-02-20 02:13","13.4","76","47","2020-02-20 11:28","3.0","100","12.9","100","2020-02-20 13:57","0.0","0.0","0.0","...","0.0","...","5.3","46.7","15.99","22.3","2.7","7","2020-02-20 13:00","7.0"
"21","1022.3","1025.9","1023.8","2020-02-21 07:27","1020.1","2020-02-21 14:40","20.8","27.4","2020-02-21 11:39","17.7","2020-02-21 07:01","14.6","70","37","2020-02-21 11:50","2.1","100","7.9","70","2020-02-21 00:09","0.0","0.0","0.0","...","0.0","...","8.3","73.0","19.34","17.5","2.4","7","2020-02-21 12:00","4.5"
"22","1023.6","1027.3","1025.3","2020-02-22 21:47","1022.4","2020-02-22 00:30","19.0","24.9","2020-02-22 10:52","17.2","2020-02-22 00:36","15.5","81","53","2020-02-22 10:13","3.0","100","16.3","110","2020-02-22 12:28","0.3","0.7","0.1","2020-02-22 14:40","0.3","2020-02-22 14:35","3.5","30.7","11.64","10.0","-2.8","6","2020-02-22 12:00","8.0"
"23","1022.3","1025.9","1025.0","2020-02-23 00:03","1019.3","2020-02-23 23:55","19.4","21.5","2020-02-23 09:13","17.1","2020-02-23 02:54","14.3","73","50","2020-02-23 09:18","4.4","90","14.6","90","2020-02-23 11:56","0.0","0.0","0.0","...","0.0","...","1.0","8.8","8.89","15.0","2.1","4","2020-02-23 14:00","7.8"
"24","1016.6","1020.1","1019.4","2020-02-24 00:01","1014.4","2020-02-24 15:53","23.1","29.4","2020-02-24 12:25","19.7","2020-02-24 04:14","16.2","67","36","2020-02-24 12:43","2.3","90","9.3","90","2020-02-24 10:19","0.0","0.0","0.0","...","0.0","...","7.6","66.4","18.39","24.0","1.7","8","2020-02-24 12:00","4.0"
"25","1014.6","1018.2","1016.7","2020-02-25 09:17","1012.4","2020-02-25 15:46","23.5","30.5","2020-02-25 12:20","17.8","2020-02-25 04:38","15.6","66","35","2020-02-25 10:54","1.1","330","7.3","340","2020-02-25 13:49","0.0","0.0","0.0","...","0.0","...","10.6","92.4","21.37","18.0","4.3","7","2020-02-25 13:00","1.0"
"26","1015.3","1018.9","1017.8","2020-02-26 22:11","1013.5","2020-02-26 13:50","23.1","31.6","2020-02-26 12:26","19.1","2020-02-26 06:23","16.7","70","37","2020-02-26 12:13","2.7","170","10.7","70","2020-02-26 16:48","0.0","0.0","0.0","...","0.0","...","8.6","74.8","19.90","21.5","4.6","7","2020-02-26 12:00","2.8"
"27","1018.0","1021.6","1020.3","2020-02-27 09:42","1016.7","2020-02-27 23:59","19.4","21.0","2020-02-27 11:52","18.7","2020-02-27 06:14","16.0","81","68","2020-02-27 11:52","4.4","100","12.6","120","2020-02-27 12:23","0.0","0.0","0.0","...","0.0","...","0.0","0.0","6.74","10.3","1.1","4","2020-02-27 12:00","9.5"
"28","1014.0","1017.6","1016.7","2020-02-28 00:01","1012.7","2020-02-28 23:34","21.9","28.1","2020-02-28 12:51","19.4","2020-02-28 23:59","17.2","76","49","2020-02-28 11:12","1.6","100","9.2","280","2020-02-28 13:27","0.0","0.0","0.0","...","0.0","...","3.4","29.5","14.67","12.3","2.2","5","2020-02-28 14:00","7.3"
"29","1011.2","1014.7","1013.3","2020-02-29 09:20","1009.1","2020-02-29 16:56","22.7","30.0","2020-02-29 11:53","18.1","2020-02-29 06:20","16.7","72","37","2020-02-29 11:57","1.0","180","5.7","350","2020-02-29 15:09","0.0","0.0","0.0","...","0.0","...","4.5","39.0","12.83","18.5","2.6","6","2020-02-29 12:00","8.8"
